customer_id,name,email,signup_date,plan,monthly_spend,last_login,churned,churn_date
29,Danielle Hudson,joseph77@yahoo.com,2024-05-15,enterprise,354.21,2024-05-31 02:44:40,False,
30,Sarah Campbell,xpearson@yahoo.net,2024-07-10,enterprise,264.94,2024-12-22 05:38:15,True,2025-05-13
31,Bonnie Winters,molson@yahoo.com,2023-11-15,free,373.07,2024-06-22 00:38:09,True,2024-05-14
32,Anthony Garcia,greenmaria@yahoo.org,2025-03-07,basic,362.66,2025-05-06 20:18:33,True,2025-04-16
33,David Brown,christopher75@yahoo.net,2024-06-02,pro,113.18,2024-09-13 04:11:29,False,
34,Reginald James,donnatorres@yahoo.com,2025-03-25,free,112.1,2025-05-09 11:48:52,False,
35,Tonya Blanchard,allison78@yahoo.org,2024-09-20,enterprise,166.13,2025-05-12 04:07:00,True,2024-11-13
36,Frederick Nguyen,agriffith@yahoo.net,2024-04-03,free,141.78,2024-08-17 18:36:28,True,2025-04-08
37,Christian Miller,glivingston@yahoo.org,2024-04-25,enterprise,166.6,2025-01-18 07:33:53,False,
38,Nicole Green,kgallagher@yahoo.net,2024-01-12,basic,332.53,2024-07-28 20:04:26,False,
39,Tyler Johnson,michele26@yahoo.net,2024-10-07,pro,87.35,2024-12-15 04:55:52,False,
40,Mark Kelly,dadams@yahoo.org,2024-02-14,free,496.02,2025-05-09 08:50:42,False,
41,Mark Simmons,yolanda42@yahoo.net,2023-07-31,enterprise,437.18,2024-08-23 03:26:23,False,
42,Brandon Francis,brian95@yahoo.com,2023-11-17,pro,181.51,2025-02-08 07:18:04,True,2024-07-11
43,Randall Adams,riveragary@yahoo.org,2024-04-26,pro,84.21,2024-08-23 20:35:49,False,
44,Matthew Cain,dsmith@yahoo.net,2024-06-13,free,410.59,2025-03-20 07:13:38,False,
45,Kelly Young,elizabeth96@yahoo.com,2023-05-24,pro,342.15,2023-10-31 16:09:54,False,
46,Brandon Ortiz,alexrogers@yahoo.org,2025-02-19,free,270.11,2025-03-06 14:12:12,False,
47,Jeanne Ramirez,fbates@yahoo.com,2024-07-10,pro,277.32,2024-08-15 23:53:15,False,
48,Julia Wagner,qlewis@yahoo.net,2024-07-17,free,279.56,2024-11-28 04:41:19,True,2024-12-23
49,Taylor Frederick,kevin65@yahoo.net,2024-08-31,basic,315.61,2024-12-03 03:18:53,True,2024-11-02
50,Joshua Fowler,alyssahill@yahoo.net,2024-08-06,basic,137.03,2024-10-22 12:46:01,True,2024-09-18
51,Mr. Kevin Castro,benjamin50@yahoo.net,2024-02-08,basic,380.68,2024-11-09 03:59:08,False,
52,James Powers,juliahammond@yahoo.com,2024-08-23,basic,115.34,2024-12-14 20:08:30,False,
53,Sarah Martin,shieldsmegan@yahoo.com,2023-09-18,enterprise,226.84,2024-09-18 23:03:19,True,2024-08-29
54,Bryan Joseph,teresa75@yahoo.net,2024-10-23,enterprise,227.48,2025-01-27 07:45:15,True,2025-04-11
55,Doris Oliver,arielbowman@yahoo.com,2024-10-24,enterprise,221.45,2025-03-20 03:56:33,False,
56,Lori Hoffman,juan86@yahoo.com,2024-11-19,free,119.78,2025-02-01 11:30:19,True,2025-01-19
57,Sarah Phillips,sanfordjodi@yahoo.com,2025-05-13,free,452.4,2025-05-17 23:47:36,False,
58,Shane Daniels,xstewart@yahoo.com,2024-02-26,enterprise,383.77,2024-05-20 01:42:58,True,2024-09-28
59,Dustin Holt,benjamin15@yahoo.com,2024-02-06,enterprise,471.3,2024-09-13 00:27:21,True,2024-02-11
60,Lori Gomez,jamesosborn@yahoo.net,2023-09-12,free,220.02,2024-08-09 04:40:48,False,
61,Richard Johnson,montgomerykristin@yahoo.org,2024-12-31,free,107.93,2025-03-16 09:39:22,True,2025-04-10
62,Catherine Peters,zamoraandrea@yahoo.com,2023-09-04,free,308.25,2024-11-16 11:44:22,False,
63,Nicole Fuller DDS,madisonpalmer@yahoo.org,2025-02-03,enterprise,71.69,2025-03-24 22:19:03,False,
64,Gail Fernandez,hernandezjustin@yahoo.org,2023-10-21,pro,310.8,2024-02-19 04:29:03,True,2024-07-24
65,Dean Collins,hernandezmelissa@yahoo.com,2024-12-29,basic,245.07,2025-04-20 01:57:02,False,
66,Joshua Tucker,anthony15@yahoo.org,2023-06-06,free,94.9,2023-07-19 04:56:22,True,2024-12-12
67,Adrienne Myers,reynoldslindsey@yahoo.org,2024-07-26,pro,90.73,2024-08-25 02:09:36,True,2024-12-14
68,Christopher Mack,jacqueline00@yahoo.org,2024-10-19,enterprise,219.99,2025-01-14 04:09:54,True,2025-04-13
69,Michael Stewart,belindaevans@yahoo.org,2023-12-19,basic,390.35,2024-04-02 06:49:33,True,2024-01-30
70,Jeffrey Ramirez,brittney37@yahoo.com,2024-04-04,free,326.83,2024-06-25 13:46:22,True,2025-04-09
71,Wyatt Simmons,louisharris@yahoo.org,2024-11-26,basic,130.98,2025-02-01 17:58:42,False,
72,Sydney Coleman,goldenlance@yahoo.org,2025-04-25,basic,42.09,2025-04-26 11:24:34,False,
73,Joel Harris,mlam@yahoo.net,2025-04-01,basic,270.97,2025-05-12 08:35:46,False,
74,Martin Olson,hickmanbridget@yahoo.net,2023-12-02,free,115.96,2025-04-18 22:45:59,False,
75,Miguel Green,linda54@yahoo.net,2025-05-08,enterprise,82.87,2025-05-18 12:56:24,False,
76,Raymond Anderson,brownandrew@yahoo.net,2023-08-02,free,224.11,2023-12-11 18:15:53,False,
77,Joshua Morales,wjimenez@yahoo.org,2024-12-17,free,80.0,2025-01-10 14:59:17,False,
78,Nicholas Todd,monicajackson@yahoo.net,2023-08-15,enterprise,68.44,2024-04-08 12:03:19,False,
79,David Pittman,chelsea93@yahoo.org,2023-06-17,basic,166.29,2025-03-16 07:45:21,False,
80,Joyce Burns,hadams@yahoo.net,2023-11-29,enterprise,416.89,2025-02-13 00:36:23,False,
81,Yvette Russell,greenscott@yahoo.com,2024-07-15,pro,343.6,2025-01-22 04:50:26,False,
82,Mary Richardson,xgilbert@yahoo.com,2024-11-25,free,439.85,2025-03-14 17:00:28,False,
83,Joseph Evans,rsalas@yahoo.net,2024-04-21,enterprise,460.83,2024-10-21 04:09:34,False,
84,Haley Gill,parker95@yahoo.com,2024-06-03,pro,93.45,2024-09-19 02:15:05,False,
85,Thomas Rogers,ustevens@yahoo.org,2024-01-08,basic,134.57,2024-10-10 02:19:57,False,
86,Michael Stafford,donaldgomez@yahoo.net,2024-06-19,free,352.13,2024-10-13 03:39:39,True,2024-12-17
87,Kimberly Barajas,fuentesmichael@yahoo.org,2023-09-16,pro,412.39,2025-01-20 05:09:01,False,
88,Dr. Ashley Taylor,torresmatthew@yahoo.net,2023-09-09,enterprise,210.43,2025-04-08 22:58:58,True,2023-10-11
89,Paul Ellis,christopher81@yahoo.org,2025-05-13,basic,7.31,2025-05-19 02:07:54,True,2025-05-18
90,Scott Morgan,sarah39@yahoo.net,2024-12-14,pro,45.92,2024-12-31 22:14:04,False,
91,Nathan Wright,rbarnett@yahoo.com,2025-04-01,pro,332.16,2025-04-26 11:34:54,False,
92,Amanda Schmidt,posborne@yahoo.net,2023-09-26,enterprise,119.14,2025-02-20 10:53:31,False,
93,Heather Whitney,tberg@yahoo.com,2024-02-25,enterprise,169.21,2024-05-12 05:10:51,True,2024-06-15
94,Andre Smith,fharris@yahoo.com,2024-12-21,enterprise,485.31,2025-01-24 10:40:19,True,2024-12-31
95,Dana Castro,sheila92@yahoo.org,2024-10-06,pro,137.43,2024-12-14 18:04:11,False,
96,Caleb Phillips,lauraarmstrong@yahoo.org,2024-06-15,basic,320.71,2024-07-14 13:52:47,True,2025-04-10
97,Eric Fitzpatrick,cheryl20@yahoo.net,2023-06-23,free,394.45,2024-10-30 08:57:33,False,
98,Monica Velez,hgriffin@yahoo.net,2024-09-17,basic,183.57,2024-10-27 01:55:17,False,
99,Amber Hughes,rojasgregory@yahoo.net,2025-01-28,pro,368.83,2025-05-18 14:37:30,False,
100,Corey Davis,ernestgordon@yahoo.org,2024-12-10,free,455.35,2025-01-11 11:06:16,False,
101,Jonathan Best,jeffreythompson@yahoo.com,2024-12-31,enterprise,459.45,2025-01-18 14:25:25,False,
102,Samuel Hammond,ramoschristopher@yahoo.org,2024-10-10,free,162.14,2025-05-17 12:10:04,True,2025-02-10
103,Rebecca Smith,mcconnellcarmen@yahoo.org,2024-06-04,pro,238.55,2025-03-01 00:27:12,False,
104,Brenda Martin,greggstone@yahoo.net,2025-01-20,basic,244.97,2025-03-02 18:30:16,False,
105,Jennifer Jackson,kevin28@yahoo.org,2025-04-11,enterprise,0.66,2025-05-15 19:15:23,False,
106,Sean Williamson,kimberly02@yahoo.org,2024-06-08,basic,350.14,2024-10-12 13:35:37,True,2024-09-11
107,Gregg Thomas PhD,katie87@yahoo.com,2025-04-08,pro,447.01,2025-05-04 10:13:14,False,
108,Rebecca Welch,jessica23@yahoo.org,2024-12-31,enterprise,295.78,2025-03-21 11:40:10,False,
109,Micheal Barrera,martinezapril@yahoo.com,2025-02-09,basic,276.6,2025-03-08 06:15:08,False,
110,Tony Patel,jessicacooper@yahoo.org,2023-05-29,free,255.96,2024-05-21 23:27:50,True,2024-09-24
111,Carol Stephenson,bbenton@yahoo.com,2024-04-28,enterprise,64.09,2025-01-08 00:53:14,False,
112,Jeffrey Costa,adam68@yahoo.org,2024-05-16,pro,145.71,2025-05-14 14:50:19,False,
113,Ashley Parsons,iflores@yahoo.com,2024-11-14,enterprise,285.91,2025-03-03 18:40:53,False,
114,Chelsea Stephenson,amandahoward@yahoo.com,2023-10-12,pro,307.42,2024-12-12 09:08:43,True,2024-05-02
115,Julie Torres,beth93@yahoo.net,2024-04-17,basic,120.2,2024-12-18 16:51:17,True,2025-01-23
116,Matthew White,timothy81@yahoo.com,2024-09-16,basic,30.99,2025-04-28 13:26:12,False,
117,Kelly Black,heathergarner@yahoo.com,2024-02-25,basic,162.74,2025-02-23 14:43:09,True,2024-11-10
118,Ricardo Joseph,hallbrittney@yahoo.org,2025-04-14,free,340.57,2025-05-05 01:32:13,False,
119,Shelley Lynch,mariehall@yahoo.com,2023-06-16,basic,262.82,2024-11-23 17:36:39,False,
120,Brandi Moore,leslie62@yahoo.com,2025-04-04,basic,361.79,2025-05-07 06:58:37,False,
121,Natalie Humphrey,richard25@yahoo.org,2023-11-10,enterprise,179.64,2025-01-25 18:27:08,False,
122,Mr. Richard Nelson,joanmoore@yahoo.com,2025-03-08,free,4.91,2025-05-05 14:54:40,False,
123,Debbie Porter,kchan@yahoo.org,2024-02-02,enterprise,170.08,2024-05-07 15:04:46,True,2024-07-06
124,Jason White,clarkeanthony@yahoo.net,2024-04-29,basic,186.65,2025-03-20 23:10:53,False,
125,April Hughes,ogonzales@yahoo.com,2025-01-19,free,99.59,2025-02-07 05:50:57,False,
126,Wayne Knapp,michelle00@yahoo.net,2023-08-08,pro,341.62,2024-06-12 00:42:55,True,2025-04-04
127,Jill Burnett,vmoore@yahoo.net,2024-03-27,pro,498.12,2024-06-23 06:09:34,False,
128,Angela Allen,johnstonglenda@yahoo.net,2023-12-30,pro,425.42,2024-12-13 16:41:12,False,
129,Kara Rice,bookerlisa@yahoo.com,2024-10-29,basic,14.64,2025-05-16 13:55:05,True,2025-03-12
130,Kimberly White,wayne83@yahoo.net,2025-03-26,basic,279.32,2025-05-16 07:24:04,False,
131,Leslie Walter,brandoncollins@yahoo.com,2024-11-01,enterprise,11.86,2025-04-15 15:56:52,False,
132,Rodney Cook,weberallison@yahoo.com,2023-11-12,free,55.76,2025-03-08 00:17:05,False,
133,Doris Washington,juliegarner@yahoo.net,2023-07-17,basic,274.08,2024-02-08 15:41:19,False,
134,Nicholas Garcia,melanie72@yahoo.net,2024-11-15,basic,159.77,2025-03-19 22:02:12,True,2024-12-24
135,Robert Walker,anthony35@yahoo.net,2023-06-18,pro,338.68,2024-10-16 18:40:53,False,
136,Kelly Gray,annaterry@yahoo.com,2024-05-26,free,387.55,2024-07-19 21:21:03,False,
137,Sierra Morgan,ashley11@yahoo.org,2024-02-02,pro,72.04,2024-03-03 00:41:39,True,2024-06-30
138,Joan Ward,christinawoods@yahoo.com,2024-03-12,free,412.58,2024-11-06 07:32:46,True,2025-03-30
139,Billy Hickman,ggalvan@yahoo.com,2024-03-30,basic,112.38,2024-10-25 20:49:50,False,
140,Gary Johnson,hayesteresa@yahoo.com,2023-12-16,basic,176.19,2023-12-31 11:24:49,True,2025-03-02
141,Wayne Whitney,kelly02@yahoo.net,2023-08-04,pro,216.78,2025-04-05 02:18:22,True,2024-04-02
142,Melissa Butler,bakerheather@yahoo.org,2024-01-18,basic,490.66,2024-08-15 06:24:42,False,
143,Brandy Ortega,lesliefoster@yahoo.com,2024-01-20,enterprise,488.4,2024-09-28 12:01:34,True,2024-07-12
144,Rebekah Scott,ahunt@yahoo.com,2025-03-12,basic,332.4,2025-04-23 14:25:29,False,
145,Taylor Taylor,ldavis@yahoo.net,2024-08-16,pro,339.04,2024-09-06 13:25:00,False,
146,Jacob Campbell,murphyjeremiah@yahoo.net,2024-06-25,pro,281.04,2025-04-27 12:49:05,False,
147,Margaret Lopez,cooperbrian@yahoo.org,2025-01-17,enterprise,322.92,2025-03-06 00:02:22,False,
148,Tonya Bell,bryan99@yahoo.net,2025-03-23,free,33.24,2025-04-06 18:55:26,False,
149,Joshua Conner,mooreanthony@yahoo.org,2023-10-03,enterprise,90.42,2023-10-19 09:48:24,True,2024-08-18
150,Jonathan Ramos,westvalerie@yahoo.com,2025-02-25,free,155.36,2025-04-29 05:12:42,False,
151,Steven Rice,aprilwheeler@yahoo.com,2024-07-02,enterprise,400.94,2025-04-25 02:30:28,False,
152,Kerry Hensley,qstout@yahoo.org,2023-06-25,basic,218.8,2023-12-05 03:58:05,True,2024-07-12
153,Ryan Reed,lindarobles@yahoo.org,2024-09-02,enterprise,167.85,2024-11-26 21:11:54,False,
154,Katherine Rojas,thomashood@yahoo.net,2024-06-27,basic,387.54,2025-05-09 00:08:53,False,
155,Michael Martinez,millerjoy@yahoo.org,2025-03-03,basic,7.38,2025-04-27 06:40:52,False,
156,Raymond Rivera,vpowers@yahoo.org,2024-10-20,basic,453.24,2025-01-07 12:12:47,False,
157,Joanne Arias,barnettyvonne@yahoo.com,2024-09-11,enterprise,101.94,2025-03-30 20:49:11,False,
158,Maria Johnson,jacksonmichelle@yahoo.net,2024-01-05,free,295.32,2024-06-18 18:27:07,True,2025-02-18
159,Jorge Patrick,testes@yahoo.com,2023-09-23,pro,10.06,2023-11-29 01:37:55,True,2024-09-25
160,Steven Warner,sswanson@yahoo.com,2024-03-28,basic,47.06,2024-08-25 03:03:49,False,
161,Christopher Davis,twilliams@yahoo.net,2024-06-11,pro,91.69,2025-03-18 15:45:48,False,
162,Samantha Lopez,wandabell@yahoo.net,2023-06-30,basic,447.11,2024-02-02 09:27:54,True,2025-04-03
163,Karen Smith,lwilliams@yahoo.net,2025-03-18,pro,347.57,2025-04-04 15:23:48,False,
164,James Martin,scurtis@yahoo.net,2024-10-20,free,410.2,2024-11-24 00:05:06,False,
165,Dawn Beck,garrettpowell@yahoo.org,2023-06-27,pro,187.67,2024-02-02 18:24:44,True,2024-02-05
166,Jennifer Morgan,rperkins@yahoo.org,2024-08-10,basic,90.39,2025-01-30 15:33:37,False,
167,Susan Elliott,allisonpalmer@yahoo.org,2023-11-09,basic,475.56,2023-11-20 02:23:24,False,
168,William White,woodkurt@yahoo.net,2023-07-03,pro,83.14,2024-09-30 12:08:29,False,
169,Jessica Fitzgerald,kathleenparrish@yahoo.com,2023-12-01,free,492.39,2025-03-05 02:58:10,False,
170,Charles Griffith,beasleykelly@yahoo.org,2025-05-18,enterprise,20.79,2025-05-19 09:17:03,False,
171,Deborah Hogan,mallorynelson@yahoo.org,2025-01-28,free,126.56,2025-03-22 10:32:14,True,2025-05-06
172,Jamie Schwartz,sherylrivera@yahoo.com,2024-05-30,basic,34.76,2025-02-26 21:21:56,False,
173,Tiffany Eaton,jeffery23@yahoo.org,2024-05-04,free,223.7,2025-02-19 17:11:37,True,2024-12-10
174,Sara Mosley,grace97@yahoo.com,2024-01-15,basic,57.14,2024-11-08 20:36:36,False,
175,James Flores,robertshort@yahoo.com,2023-12-22,pro,339.77,2025-01-08 05:38:06,True,2024-04-13
176,Robin Harvey,jchristian@yahoo.net,2024-10-30,pro,217.34,2025-03-09 16:34:04,True,2025-01-29
177,Debra Burns,jacobsharp@yahoo.org,2024-07-30,pro,231.44,2024-10-08 21:16:36,False,
178,Julie Smith,amymoore@yahoo.org,2023-06-04,basic,70.44,2025-03-02 22:46:38,False,
179,Kelly Smith,scott81@yahoo.com,2024-12-20,free,75.1,2025-03-03 07:45:08,False,
180,Jim Mitchell,robin19@yahoo.com,2023-08-21,free,399.86,2023-10-16 16:08:36,False,
181,Megan Brown,brenda61@yahoo.org,2023-10-21,enterprise,190.92,2024-10-27 06:48:18,False,
182,Dalton Harrison Jr.,rwatts@yahoo.net,2025-03-26,free,360.2,2025-05-09 13:26:33,True,2025-04-28
183,Shannon Pacheco,edwardhamilton@yahoo.org,2024-08-03,free,166.16,2025-02-04 23:56:44,True,2025-05-09
184,Cory Jones,gkim@yahoo.net,2023-09-16,pro,235.85,2024-03-22 10:34:06,True,2024-01-26
185,Brian Brandt,yjohnston@yahoo.org,2024-07-26,basic,127.67,2025-01-13 14:55:45,False,
186,James Huff,smiller@yahoo.net,2023-08-22,pro,279.65,2024-01-18 01:17:22,False,
187,Stephanie Fields,smithelizabeth@yahoo.org,2024-02-02,basic,400.73,2025-02-25 11:29:05,True,2024-03-20
188,Justin Gross,bullockjohn@yahoo.org,2024-10-18,enterprise,390.24,2025-03-24 17:08:51,True,2024-10-18
189,Leslie Clarke,tonycox@yahoo.org,2023-11-15,basic,139.95,2025-01-04 16:49:24,False,
190,Joshua Watson,aprilgarcia@yahoo.org,2023-06-21,basic,9.58,2024-03-15 17:33:41,True,2023-06-25
191,Gregory Fletcher,tonyaserrano@yahoo.net,2024-12-27,basic,245.14,2025-01-10 18:36:49,False,
192,Kimberly Vincent,lisasmith@yahoo.org,2025-04-29,pro,427.17,2025-05-17 22:09:32,True,2025-04-29
193,Jesse Carr,moorepatricia@yahoo.com,2024-04-12,free,156.09,2025-03-14 14:17:09,False,
194,Rebekah Hodges MD,wilsonabigail@yahoo.com,2025-01-28,enterprise,373.83,2025-03-16 11:00:13,True,2025-02-20
195,Nicholas Nielsen,rodriguezdeborah@yahoo.org,2025-04-23,enterprise,97.96,2025-05-08 15:47:01,False,
196,Katie Pollard,jaclynhensley@yahoo.net,2025-03-15,basic,433.91,2025-04-13 23:44:46,False,
197,Derek Foley,jennifer99@yahoo.net,2023-11-25,free,144.43,2025-03-20 10:48:18,True,2024-01-28
198,Chad Mitchell,jesus97@yahoo.com,2025-03-26,pro,460.77,2025-04-24 20:40:23,False,
199,Melissa Orozco,transtephanie@yahoo.net,2024-03-31,basic,432.79,2025-01-11 20:20:33,True,2025-01-28
200,Herbert Middleton,pollardanita@yahoo.net,2025-02-22,enterprise,476.82,2025-05-04 13:17:18,False,
201,Thomas Rogers,bryantjoseph@yahoo.net,2024-06-16,basic,336.92,2025-03-19 19:34:44,False,
202,Dustin Barr,barnessandra@yahoo.net,2024-12-05,free,363.46,2025-05-01 01:09:15,False,
203,John Barrera,bradypaul@yahoo.org,2024-11-22,enterprise,207.84,2025-04-16 05:46:45,False,
204,Diana Brown,nicholasmendoza@yahoo.net,2023-10-03,basic,16.84,2023-10-28 08:25:30,False,
205,Stephanie Smith,qzimmerman@yahoo.com,2025-03-17,basic,218.97,2025-04-05 17:47:24,True,2025-04-02
206,Tyler Allen,priceheidi@yahoo.org,2023-07-28,enterprise,118.96,2024-04-24 15:45:59,False,
207,Taylor Williams,samantha99@yahoo.org,2024-04-17,pro,154.69,2024-11-03 15:35:10,True,2024-05-05
208,Matthew Krause,raymichael@yahoo.org,2024-03-07,basic,445.11,2024-04-02 07:19:09,False,
209,Mrs. Tamara Ford DVM,wlarsen@yahoo.com,2024-02-08,basic,122.47,2024-02-08 12:40:01,False,
210,Brittany Terrell,griffinnatalie@yahoo.org,2024-06-21,enterprise,204.83,2025-02-27 22:34:56,False,
211,Amy Wallace,melissathomas@yahoo.com,2023-07-18,free,71.34,2024-12-29 18:05:35,True,2025-03-14
212,Jaime Prince,berrysteven@yahoo.org,2025-04-16,free,352.29,2025-04-19 20:13:03,False,
213,Aaron Carter,elizabeth09@yahoo.com,2024-12-20,pro,404.32,2025-02-27 12:00:26,False,
214,Manuel Colon,josephturner@yahoo.net,2024-08-14,enterprise,479.46,2025-02-21 13:48:29,True,2024-10-01
215,Sarah Moore,seanhernandez@yahoo.net,2025-03-30,enterprise,252.0,2025-05-03 21:51:59,False,
216,Ian Reed,joycecarter@yahoo.net,2023-12-17,free,402.98,2024-08-05 20:29:42,True,2024-03-31
217,Dana Armstrong,lisamckenzie@yahoo.net,2023-06-09,pro,490.68,2023-12-29 04:38:58,True,2025-04-12
218,Robert Davidson,petersenalexander@yahoo.net,2024-01-08,basic,354.2,2024-11-20 21:01:10,False,
219,Alicia Hernandez,gbartlett@yahoo.net,2024-12-01,free,475.52,2025-01-05 16:03:10,False,
220,Christopher Lopez,mackenziemartinez@yahoo.com,2024-01-30,basic,347.52,2024-02-01 18:47:37,False,
221,Robert Grimes,arnolddaniel@yahoo.com,2025-02-03,free,79.8,2025-03-03 12:56:12,False,
222,Jacqueline Sawyer,stoutjoseph@yahoo.com,2023-07-03,enterprise,318.29,2024-02-08 21:08:40,False,
223,Emma Shelton,arielyang@yahoo.com,2024-08-11,pro,308.87,2024-10-21 15:16:05,False,
224,Sarah King,coreywilson@yahoo.org,2023-11-11,pro,14.68,2024-02-24 02:51:55,False,
225,Joshua Krueger,ortizpaul@yahoo.org,2025-04-11,enterprise,436.38,2025-05-08 19:40:24,False,
226,Seth Davis,burnettaustin@yahoo.org,2024-04-11,basic,124.51,2024-12-24 18:03:52,False,
227,Tiffany Grimes,alyssa09@yahoo.com,2025-01-12,pro,265.74,2025-03-27 05:24:44,False,
228,Anthony Waters,tammysaunders@yahoo.net,2023-12-07,basic,198.76,2025-05-04 18:30:59,False,
229,Adam Gonzalez,jose77@yahoo.org,2023-11-02,pro,220.6,2024-11-28 14:37:02,False,
230,Jared Tran,michael77@yahoo.com,2024-03-30,basic,72.96,2024-10-22 13:48:29,False,
231,Amy Turner PhD,tlong@yahoo.org,2024-05-02,pro,355.74,2024-09-30 03:19:44,True,2025-05-05
232,Michael Johnson,jean54@yahoo.com,2025-04-22,free,422.09,2025-05-14 21:41:34,False,
233,Seth Allison,deborahberg@yahoo.com,2024-09-18,basic,59.12,2024-12-12 00:08:26,True,2025-03-29
234,Daniel Grant,kenneth62@yahoo.com,2024-06-28,pro,86.69,2024-11-07 00:25:15,False,
235,Heather Chan,michael35@yahoo.net,2024-04-27,free,296.73,2024-09-13 12:15:07,True,2024-06-11
236,Kelly Rivera,wnoble@yahoo.com,2024-12-10,pro,175.49,2024-12-22 16:14:56,True,2025-04-30
237,Sean Pope,lisa78@yahoo.org,2024-07-25,pro,428.85,2024-10-04 20:42:04,True,2025-03-01
238,Miguel Thompson V,jeffreyharrington@yahoo.net,2024-05-27,basic,208.12,2024-08-23 09:16:54,True,2025-05-01
239,Matthew Zuniga,larsenjames@yahoo.com,2023-06-07,pro,66.88,2024-06-24 17:02:06,True,2025-03-15
240,Julia Simmons,martinezalexander@yahoo.org,2024-03-01,pro,94.86,2024-05-08 04:02:11,True,2024-11-12
241,Christopher Osborne,hramirez@yahoo.com,2024-11-22,pro,383.65,2025-05-17 04:17:24,False,
242,Marie Peterson,hortonalexandra@yahoo.com,2025-05-08,enterprise,362.8,2025-05-16 01:59:37,True,2025-05-16
243,Amanda Orozco,qallen@yahoo.org,2024-12-01,free,34.47,2025-03-19 12:00:08,True,2025-05-13
244,Mrs. Isabella Scott,gardnerjacqueline@yahoo.org,2024-10-20,free,310.55,2025-01-01 02:43:33,False,
245,Jerry Bean,austinbryan@yahoo.com,2023-10-29,free,252.4,2024-03-28 14:50:33,True,2024-12-27
246,Steven Gray,joseph22@yahoo.org,2023-11-30,free,128.73,2024-04-14 13:03:59,False,
247,Michael Ashley,katiewhite@yahoo.com,2025-05-08,basic,56.79,2025-05-12 07:25:41,False,
248,Steven Smith,nrodriguez@yahoo.net,2025-04-08,free,369.9,2025-05-08 23:35:03,True,2025-04-27
249,Rebecca Hoffman,william21@yahoo.com,2024-04-29,enterprise,86.56,2024-11-14 17:50:04,False,
